phrase	phrase_ipa	oronym	oronym_ipa	distance
Burns businessman Canadian rancher	bɝnzbɪznəsmænkəneɪdiənɹæntʃɝ	berns + businessman + canadian + denture	bɝnzbɪznəsmænkəneɪdiəndɛntʃɝ	0.0272
and other Lord	əndəðɝɫɔɹd	und + uther + lord	əndəðɝɫɔɹd	0.0000
and other Lord	əndəðɝɫɔɹd	and + uther + lord	əndəðɝɫɔɹd	0.0000
and other Lord	əndəðɝɫɔɹd	und + other + lord	əndəðɝɫɔɹd	0.0000
and other Lord	əndəðɝɫɔɹd	'n + duh + thur + lord	əndəðɝɫɔɹd	0.0000
located just	ɫoʊkeɪtəddʒɪst	located + gist	ɫoʊkeɪtəddʒɪst	0.0000
located just	ɫoʊkeɪtəddʒɪst	located + gest	ɫoʊkeɪtəddʒɛst	0.0308
located just	ɫoʊkeɪtəddʒɪst	located + gieske	ɫoʊkeɪtəddʒisk	0.0449
under transverse	əndɝtɹænzvɝs	'n + der + transverse	əndɝtɹænzvɝs	0.0000
under transverse	əndɝtɹænzvɝs	'n + dirr + transverse	əndɝtɹænzvɝs	0.0000
under transverse	əndɝtɹænzvɝs	'n + duhr + transverse	əndɝtɹænzvɝs	0.0000
under transverse	əndɝtɹænzvɝs	under + trans + vers	əndɝtɹænzvɝs	0.0000
material should head	mətɪɹiəɫʃʊdhɛd	material + schuld + head	mətɪɹiəɫʃʊdhɛd	0.0000
material should head	mətɪɹiəɫʃʊdhɛd	material + should + hair	mətɪɹiəɫʃʊdhɛɹ	0.0238
material should head	mətɪɹiəɫʃʊdhɛd	material + should + haire	mətɪɹiəɫʃʊdhɛɹ	0.0238
material should head	mətɪɹiəɫʃʊdhɛd	material + should + hairr	mətɪɹiəɫʃʊdhɛɹ	0.0238
Honourable Susan daughter	ɑnɝəbəɫsuzəndɔtɝ	honorable + sous + 'n + daughter	ɑnɝəbəɫsuzəndɔtɝ	0.0000
Honourable Susan daughter	ɑnɝəbəɫsuzəndɔtɝ	honorable + soos + 'n + daughter	ɑnɝəbəɫsuzəndɔtɝ	0.0000
Honourable Susan daughter	ɑnɝəbəɫsuzəndɔtɝ	honorable + sues + 'n + daughter	ɑnɝəbəɫsuzəndɔtɝ	0.0000
Honourable Susan daughter	ɑnɝəbəɫsuzəndɔtɝ	honorable + sous + und + auker	ɑnɝəbəɫsuzəndɔkɝ	0.0208
Honourable Susan daughter	ɑnɝəbəɫsuzəndɔtɝ	honorable + sous + und + oughta	ɑnɝəbəɫsuzəndɔtə	0.0250
He made two appearances	himeɪdtuəpɪɹənsəz	hee + made + two + appearances	himeɪdtuəpɪɹənsəz	0.0000
He made two appearances	himeɪdtuəpɪɹənsəz	hee + made + to + appearances	himeɪdtuəpɪɹənsəz	0.0000
He made two appearances	himeɪdtuəpɪɹənsəz	he + made + tew + appearances	himeɪdtuəpɪɹənsəz	0.0000
He made two appearances	himeɪdtuəpɪɹənsəz	hee + made + tue + appearances	himeɪdtuəpɪɹənsəz	0.0000
He made two appearances	himeɪdtuəpɪɹənsəz	hee + made + too + appearances	himeɪdtuəpɪɹənsəz	0.0000
Urban and	ɝbənənd	urban + und	ɝbənənd	0.0000
Urban and	ɝbənənd	herb + 'n + and	ɝbənənd	0.0000
Urban and	ɝbənənd	herb + 'n + und	ɝbənənd	0.0000
Urban and	ɝbənənd	erbe + 'n + and	ɝbənənd	0.0000
uplift They also	əpɫɪftðeɪɔɫsoʊ	uplift + they + all + sew	əpɫɪftðeɪɔɫsoʊ	0.0000
uplift They also	əpɫɪftðeɪɔɫsoʊ	uplift + they + all + so	əpɫɪftðeɪɔɫsoʊ	0.0000
uplift They also	əpɫɪftðeɪɔɫsoʊ	uplift + they + all + sough	əpɫɪftðeɪɔɫsoʊ	0.0000
uplift They also	əpɫɪftðeɪɔɫsoʊ	uplift + they + aul + sew	əpɫɪftðeɪɔɫsoʊ	0.0000
orbiting Sun	ɔɹbətɪŋsən	orbiting + son	ɔɹbətɪŋsən	0.0000
orbiting Sun	ɔɹbətɪŋsən	ohr + butting + son	ɔɹbətɪŋsən	0.0000
orbiting Sun	ɔɹbətɪŋsən	ohr + butting + sun	ɔɹbətɪŋsən	0.0000
orbiting Sun	ɔɹbətɪŋsən	ore + butting + son	ɔɹbətɪŋsən	0.0000
playwright translator	pɫeɪɹaɪttɹænzɫeɪtɝ	play + rite + translator	pɫeɪɹaɪttɹænzɫeɪtɝ	0.0000
playwright translator	pɫeɪɹaɪttɹænzɫeɪtɝ	play + write + translator	pɫeɪɹaɪttɹænzɫeɪtɝ	0.0000
playwright translator	pɫeɪɹaɪttɹænzɫeɪtɝ	play + reit + translator	pɫeɪɹaɪttɹænzɫeɪtɝ	0.0000
playwright translator	pɫeɪɹaɪttɹænzɫeɪtɝ	playwright + trans + later	pɫeɪɹaɪttɹænzɫeɪtɝ	0.0000
themes in his work	θimzɪnhɪzwɝk	thiem + zinn + his + werk	θimzɪnhɪzwɝk	0.0000
themes in his work	θimzɪnhɪzwɝk	thiem + zinn + his + werke	θimzɪnhɪzwɝk	0.0000
themes in his work	θimzɪnhɪzwɝk	thiem + zinn + his + work	θimzɪnhɪzwɝk	0.0000
themes in his work	θimzɪnhɪzwɝk	thieme + zinn + his + werk	θimzɪnhɪzwɝk	0.0000
themes in his work	θimzɪnhɪzwɝk	thieme + zinn + his + werke	θimzɪnhɪzwɝk	0.0000
number of members teams	nəmbɝəvmɛmbɝztimz	number + of + members + team's	nəmbɝəvmɛmbɝztimz	0.0000
number of members teams	nəmbɝəvmɛmbɝztimz	number + of + members + teams'	nəmbɝəvmɛmbɝztimz	0.0000
number of members teams	nəmbɝəvmɛmbɝztimz	number + of + members + teems	nəmbɝəvmɛmbɝztimz	0.0000
number of members teams	nəmbɝəvmɛmbɝztimz	number + of + members' + team's	nəmbɝəvmɛmbɝztimz	0.0000
World Championship in row	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	whirled + championship + in + reaux	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	0.0000
World Championship in row	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	whirled + championship + in + rheault	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	0.0000
World Championship in row	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	whirled + championship + in + rho	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	0.0000
World Championship in row	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	whirled + championship + in + ro	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	0.0000
World Championship in row	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	whirled + championship + in + roe	wɝɫdtʃæmpiənʃɪpɪnɹoʊ	0.0000
been adopted into international	bənədɑptɪdɪntuɪntɝnæʃənəɫ	been + adopted + into + internatonal	bənədɑptɪdɪntuɪntɝnæʃənəɫ	0.0000
been adopted into international	bənədɑptɪdɪntuɪntɝnæʃənəɫ	bunn + adopted + into + international	bənədɑptɪdɪntuɪntɝnæʃənəɫ	0.0000
been adopted into international	bənədɑptɪdɪntuɪntɝnæʃənəɫ	bunn + adopted + into + internatonal	bənədɑptɪdɪntuɪntɝnæʃənəɫ	0.0000
Choice in	tʃɔɪsɪn	choi + sin	tʃɔɪsɪn	0.0000
Choice in	tʃɔɪsɪn	choi + sinn	tʃɔɪsɪn	0.0000
Choice in	tʃɔɪsɪn	choi + syn	tʃɔɪsɪn	0.0000
Choice in	tʃɔɪsɪn	choice + in.	tʃɔɪsɪn	0.0000
by American rapper	baɪəmɛɹɪkənɹæpɝ	bye + american + rapper	baɪəmɛɹɪkənɹæpɝ	0.0000
by American rapper	baɪəmɛɹɪkənɹæpɝ	bye + american + wrapper	baɪəmɛɹɪkənɹæpɝ	0.0000
by American rapper	baɪəmɛɹɪkənɹæpɝ	bye + american + dapper	baɪəmɛɹɪkəndæpɝ	0.0238
by American rapper	baɪəmɛɹɪkənɹæpɝ	bye + american + knapper	baɪəmɛɹɪkənnæpɝ	0.0238
by American rapper	baɪəmɛɹɪkənɹæpɝ	bye + american + napper	baɪəmɛɹɪkənnæpɝ	0.0238
which he also calls	hwɪtʃhiɔɫsoʊkɔɫz	which + hee + also + calls	hwɪtʃhiɔɫsoʊkɔɫz	0.0000
which he also calls	hwɪtʃhiɔɫsoʊkɔɫz	which + he + aul + so-called	hwɪtʃhiɔɫsoʊkɔɫd	0.0222
which he also calls	hwɪtʃhiɔɫsoʊkɔɫz	which + he + all + so-called	hwɪtʃhiɔɫsoʊkɔɫd	0.0222
which he also calls	hwɪtʃhiɔɫsoʊkɔɫz	which + he + also + called	hwɪtʃhiɔɫsoʊkɔɫd	0.0222
rugby union team	ɹəɡbijunjəntim	rugg + b + union + team	ɹəɡbijunjəntim	0.0000
rugby union team	ɹəɡbijunjəntim	rugg + b + union + teem	ɹəɡbijunjəntim	0.0000
rugby union team	ɹəɡbijunjəntim	rugg + b + union + deam	ɹəɡbijunjəndim	0.0238
rugby union team	ɹəɡbijunjəntim	rugg + b + union + deem	ɹəɡbijunjəndim	0.0238
rugby union team	ɹəɡbijunjəntim	rugg + b + union + diehm	ɹəɡbijunjəndim	0.0238
born American photographer	bɔɹnəmɛɹɪkənfətɑɡɹəfɝ	borne + american + photographer	bɔɹnəmɛɹɪkənfətɑɡɹəfɝ	0.0000
minor keys Ringer	maɪnɝkizɹɪŋɝ	minar + keas + ringer	maɪnɝkizɹɪŋɝ	0.0000
minor keys Ringer	maɪnɝkizɹɪŋɝ	minar + keas + wringer	maɪnɝkizɹɪŋɝ	0.0000
minor keys Ringer	maɪnɝkizɹɪŋɝ	minar + kee's + ringer	maɪnɝkizɹɪŋɝ	0.0000
minor keys Ringer	maɪnɝkizɹɪŋɝ	minar + kee's + wringer	maɪnɝkizɹɪŋɝ	0.0000
minor keys Ringer	maɪnɝkizɹɪŋɝ	minar + kees + ringer	maɪnɝkizɹɪŋɝ	0.0000
for In it appeared	fɹɝɪnɪtəpɪɹd	for + inn + it + appeared	fɹɝɪnɪtəpɪɹd	0.0000
for In it appeared	fɹɝɪnɪtəpɪɹd	for + in. + it + appeared	fɹɝɪnɪtəpɪɹd	0.0000
for In it appeared	fɹɝɪnɪtəpɪɹd	for + inness + appeared	fɹɝɪnɪsəpɪɹd	0.0278
for In it appeared	fɹɝɪnɪtəpɪɹd	for + innis + appeared	fɹɝɪnɪsəpɪɹd	0.0278
shots by Milk	ʃɑtsbaɪmɪɫk	schott's + beim + ilk	ʃɑtsbaɪmɪɫk	0.0000
shots by Milk	ʃɑtsbaɪmɪɫk	schott's + bye + milk	ʃɑtsbaɪmɪɫk	0.0000
shots by Milk	ʃɑtsbaɪmɪɫk	schott's + bye + milke	ʃɑtsbaɪmɪɫk	0.0000
shots by Milk	ʃɑtsbaɪmɪɫk	schott's + bi + milk	ʃɑtsbaɪmɪɫk	0.0000
shots by Milk	ʃɑtsbaɪmɪɫk	schott's + bi + milke	ʃɑtsbaɪmɪɫk	0.0000
dual registration	duɫɹɛdʒɪstɹeɪʃən	dule + registration	duɫɹɛdʒɪstɹeɪʃən	0.0000
dual registration	duɫɹɛdʒɪstɹeɪʃən	duell + registration	duɫɹɛdʒɪstɹeɪʃən	0.0000
for Sweden and won	fɹɝswidənəndwɑn	for + sweden + und + wan	fɹɝswidənəndwɑn	0.0000
for Sweden and won	fɹɝswidənəndwɑn	for + sweden + und + wann	fɹɝswidənəndwɑn	0.0000
for Sweden and won	fɹɝswidənəndwɑn	for + sweden + und + won	fɹɝswidənəndwɑn	0.0000
for Sweden and won	fɹɝswidənəndwɑn	for + sweda + none + dwan	fɹɝswidənəndwɑn	0.0000
for Sweden and won	fɹɝswidənəndwɑn	for + sweda + nun + dwan	fɹɝswidənəndwɑn	0.0000
then became Greenland whaler	ðɛnbɪkeɪmɡɹinɫəndweɪɫɝ	then + became + greenland + bailer	ðɛnbɪkeɪmɡɹinɫəndbeɪɫɝ	0.0227
then became Greenland whaler	ðɛnbɪkeɪmɡɹinɫəndweɪɫɝ	then + became + greenland + bailor	ðɛnbɪkeɪmɡɹinɫəndbeɪɫɝ	0.0227
then became Greenland whaler	ðɛnbɪkeɪmɡɹinɫəndweɪɫɝ	then + became + greenland + baler	ðɛnbɪkeɪmɡɹinɫəndbeɪɫɝ	0.0227
then became Greenland whaler	ðɛnbɪkeɪmɡɹinɫəndweɪɫɝ	then + became + greenland + baylor	ðɛnbɪkeɪmɡɹinɫəndbeɪɫɝ	0.0227
represented Brazil at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	represent + ihde + brazil + at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	0.0000
represented Brazil at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	represented + brugh + zill + at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	0.0000
represented Brazil at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	represented + brugh + zil + at	ɹɛpɹɪzɛntɪdbɹəzɪɫæt	0.0000
in The hamlets of	ɪnðəhæmɫətsəv	in. + the + hamlets + of	ɪnðəhæmɫətsəv	0.0000
in four volumes from	ɪnfɔɹvɑɫjumzfɹəm	in + forr + volumes + from	ɪnfɔɹvɑɫjumzfɹəm	0.0000
in four volumes from	ɪnfɔɹvɑɫjumzfɹəm	in + forr + volumes + frum	ɪnfɔɹvɑɫjumzfɹəm	0.0000
Kepler The	kɛpɫɝðə	keppler + the	kɛpɫɝðə	0.0000
Kepler The	kɛpɫɝðə	kepp + luhr + the	kɛpɫɝðə	0.0000
and August It	əndɑɡəstɪt	and + aga + stitt	əndɑɡəstɪt	0.0000
and August It	əndɑɡəstɪt	und + august + it	əndɑɡəstɪt	0.0000
and August It	əndɑɡəstɪt	und + aga + stitt	əndɑɡəstɪt	0.0000
and August It	əndɑɡəstɪt	and + ogg + us + tit	əndɑɡəstɪt	0.0000
inaugural edition	ɪnɔɡɝəɫədɪʃən	inaugural + addition	ɪnɔɡɝəɫədɪʃən	0.0000
inaugural edition	ɪnɔɡɝəɫədɪʃən	inn + auger + uhl + addition	ɪnɔɡɝəɫədɪʃən	0.0000
inaugural edition	ɪnɔɡɝəɫədɪʃən	inn + auger + uhl + edition	ɪnɔɡɝəɫədɪʃən	0.0000
inaugural edition	ɪnɔɡɝəɫədɪʃən	inn + auger + ul + addition	ɪnɔɡɝəɫədɪʃən	0.0000
headquartered in Eugene	hɛdkɔɹtɝdɪnjudʒin	head + corter + din + eugene	hɛdkɔɹtɝdɪnjudʒin	0.0000
headquartered in Eugene	hɛdkɔɹtɝdɪnjudʒin	head + corter + dinh + eugene	hɛdkɔɹtɝdɪnjudʒin	0.0000
Society Moose	səsaɪətimus	society + mousse	səsaɪətimus	0.0000
Society Moose	səsaɪətimus	sus + aja + tea + moose	səsaɪətimus	0.0000
Society Moose	səsaɪətimus	sus + aja + tea + mousse	səsaɪətimus	0.0000
Society Moose	səsaɪətimus	sus + aja + te + moose	səsaɪətimus	0.0000
on August speakers	ɔnɑɡəstspikɝz	on + august + speaker's	ɔnɑɡəstspikɝz	0.0000
on August speakers	ɔnɑɡəstspikɝz	aune + august + speaker's	ɔnɑɡəstspikɝz	0.0000
on August speakers	ɔnɑɡəstspikɝz	aune + august + speakers	ɔnɑɡəstspikɝz	0.0000
on August speakers	ɔnɑɡəstspikɝz	aune + august + speak + ers	ɔnɑɡəstspikɝz	0.0000
the major disciplines	ðəmeɪdʒɝdɪsəpɫənz	the + majer + disciplines	ðəmeɪdʒɝdɪsəpɫənz	0.0000
the major disciplines	ðəmeɪdʒɝdɪsəpɫənz	the + may + jerr + disciplines	ðəmeɪdʒɝdɪsəpɫənz	0.0000
the major disciplines	ðəmeɪdʒɝdɪsəpɫənz	the + mae + jerr + disciplines	ðəmeɪdʒɝdɪsəpɫənz	0.0000
the major disciplines	ðəmeɪdʒɝdɪsəpɫənz	the + majer + disciplined	ðəmeɪdʒɝdɪsəpɫənd	0.0208
final in	faɪnəɫɪn	fina + lin	faɪnəɫɪn	0.0000
final in	faɪnəɫɪn	fina + linh	faɪnəɫɪn	0.0000
final in	faɪnəɫɪn	fina + linn	faɪnəɫɪn	0.0000
final in	faɪnəɫɪn	fina + linne	faɪnəɫɪn	0.0000
final in	faɪnəɫɪn	fina + lyn	faɪnəɫɪn	0.0000
of Bangladesh	əvbæŋɫədɛʃ	of + bang + le + desch	əvbæŋɫədɛʃ	0.0000
Pal Singh	pæɫsɪŋ	pal + sing	pæɫsɪŋ	0.0000
Pal Singh	pæɫsɪŋ	pal + hing	pæɫhɪŋ	0.0556
Pal Singh	pæɫsɪŋ	pal + shing	pæɫʃɪŋ	0.0556
Pal Singh	pæɫsɪŋ	pal + sig	pæɫsɪɡ	0.0556
use of animals for	jusəvænəməɫzfɹɝ	yew + savannah + mulls + for	jusəvænəməɫzfɹɝ	0.0000
world title	wɝɫdtaɪtəɫ	whirled + teitel	wɝɫdtaɪtəɫ	0.0000
world title	wɝɫdtaɪtəɫ	whirled + title	wɝɫdtaɪtəɫ	0.0000
world title	wɝɫdtaɪtəɫ	world + teitel	wɝɫdtaɪtəɫ	0.0000
world title	wɝɫdtaɪtəɫ	whirled + tai + tull	wɝɫdtaɪtəɫ	0.0000
is the first golf	ɪzðəfɝstɡɑɫf	is + the + furst + golf	ɪzðəfɝstɡɑɫf	0.0000
Francis Walker in No	fɹænsəswɔkɝɪnnoʊ	francis + walker + inn + know	fɹænsəswɔkɝɪnnoʊ	0.0000
Francis Walker in No	fɹænsəswɔkɝɪnnoʊ	francis + walker + inn + nau	fɹænsəswɔkɝɪnnoʊ	0.0000
Francis Walker in No	fɹænsəswɔkɝɪnnoʊ	francis + walker + inn + neault	fɹænsəswɔkɝɪnnoʊ	0.0000
Francis Walker in No	fɹænsəswɔkɝɪnnoʊ	francis + walker + inn + no	fɹænsəswɔkɝɪnnoʊ	0.0000
Francis Walker in No	fɹænsəswɔkɝɪnnoʊ	francis + walker + inn + noe	fɹænsəswɔkɝɪnnoʊ	0.0000
Rudd Margaret Caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	rud + margaret + caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	0.0000
Rudd Margaret Caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	rud + margaret + carolyne	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	0.0000
Rudd Margaret Caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	rud + margaret + karoline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	0.0000
Rudd Margaret Caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	rud + margaret + caire + align	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	0.0000
Rudd Margaret Caroline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	rud + margaret + caire + aline	ɹədmɑɹɡɝɪtkɛɹəɫaɪn	0.0000
with inhabitants	wɪθɪnhæbɪtənts	withe + inhabitants	wɪθɪnhæbɪtənts	0.0000
the other language	ðəəðɝɫæŋɡwɪdʒ	the + uther + language	ðəəðɝɫæŋɡwɪdʒ	0.0000
the other language	ðəəðɝɫæŋɡwɪdʒ	the + other + langridge	ðəəðɝɫæŋɡɹɪdʒ	0.0417
Virginia United States	vɝdʒɪnjəjunaɪtɪdsteɪts	virginia + united + state's	vɝdʒɪnjəjunaɪtɪdsteɪts	0.0000
Virginia United States	vɝdʒɪnjəjunaɪtɪdsteɪts	virginia + united + states'	vɝdʒɪnjəjunaɪtɪdsteɪts	0.0000
Virginia United States	vɝdʒɪnjəjunaɪtɪdsteɪts	virginia + unite + ihde + state's	vɝdʒɪnjəjunaɪtɪdsteɪts	0.0000
Virginia United States	vɝdʒɪnjəjunaɪtɪdsteɪts	virginia + unite + ihde + states	vɝdʒɪnjəjunaɪtɪdsteɪts	0.0000
in his work are	ɪnhɪzwɝkɑɹ	inn + his + were + car	ɪnhɪzwɝkɑɹ	0.0000
in his work are	ɪnhɪzwɝkɑɹ	inn + his + were + carr	ɪnhɪzwɝkɑɹ	0.0000
in his work are	ɪnhɪzwɝkɑɹ	inn + his + were + carre	ɪnhɪzwɝkɑɹ	0.0000
in his work are	ɪnhɪzwɝkɑɹ	inn + his + were + kahr	ɪnhɪzwɝkɑɹ	0.0000
in his work are	ɪnhɪzwɝkɑɹ	inn + his + were + karr	ɪnhɪzwɝkɑɹ	0.0000
working with Lewis	wɝkɪŋwɪθɫuɪs	working + withe + lewis	wɝkɪŋwɪθɫuɪs	0.0000
working with Lewis	wɝkɪŋwɪθɫuɪs	working + withe + lewis'	wɝkɪŋwɪθɫuɪs	0.0000
working with Lewis	wɝkɪŋwɪθɫuɪs	working + withe + louis'	wɝkɪŋwɪθɫuɪs	0.0000
working with Lewis	wɝkɪŋwɪθɫuɪs	werking + with + lewis	wɝkɪŋwɪθɫuɪs	0.0000
working with Lewis	wɝkɪŋwɪθɫuɪs	werking + with + lewis'	wɝkɪŋwɪθɫuɪs	0.0000
the second round	ðəsɛkəndɹaʊnd	the + second + 'round	ðəsɛkəndɹaʊnd	0.0000
the second round	ðəsɛkəndɹaʊnd	the + seck + und + 'round	ðəsɛkəndɹaʊnd	0.0000
the second round	ðəsɛkəndɹaʊnd	the + seck + und + round	ðəsɛkəndɹaʊnd	0.0000
the second round	ðəsɛkəndɹaʊnd	the + sec + und + 'round	ðəsɛkəndɹaʊnd	0.0000
serious football analysis but	sɪɹiəsfʊtbɔɫənæɫɪsɪsbət	serious + football + analysis + butt	sɪɹiəsfʊtbɔɫənæɫɪsɪsbət	0.0000
serious football analysis but	sɪɹiəsfʊtbɔɫənæɫɪsɪsbət	serious + football + analysis + buc	sɪɹiəsfʊtbɔɫənæɫɪsɪsbək	0.0145
serious football analysis but	sɪɹiəsfʊtbɔɫənæɫɪsɪsbət	serious + football + analysis + buck	sɪɹiəsfʊtbɔɫənæɫɪsɪsbək	0.0145
serious football analysis but	sɪɹiəsfʊtbɔɫənæɫɪsɪsbət	serious + football + analysis + bud	sɪɹiəsfʊtbɔɫənæɫɪsɪsbəd	0.0145
Premier after	pɹɛmɪɹæftɝ	premiere + after	pɹɛmɪɹæftɝ	0.0000
Premier after	pɹɛmɪɹæftɝ	prem + ear + after	pɹɛmɪɹæftɝ	0.0000
the Greater	ðəɡɹeɪtɝ	the + grater	ðəɡɹeɪtɝ	0.0000
the Greater	ðəɡɹeɪtɝ	the + gray + ter	ðəɡɹeɪtɝ	0.0000
the Greater	ðəɡɹeɪtɝ	the + grey + ter	ðəɡɹeɪtɝ	0.0000
the Greater	ðəɡɹeɪtɝ	the + graye + ter	ðəɡɹeɪtɝ	0.0000
and Detroit Red	əndditɹɔɪtɹɛd	and + detroit + reade	əndditɹɔɪtɹɛd	0.0000
and Detroit Red	əndditɹɔɪtɹɛd	and + detroit + redd	əndditɹɔɪtɹɛd	0.0000
and Detroit Red	əndditɹɔɪtɹɛd	and + deet + roi + tread	əndditɹɔɪtɹɛd	0.0000
and Detroit Red	əndditɹɔɪtɹɛd	and + deet + roy + tread	əndditɹɔɪtɹɛd	0.0000
of larger	əvɫɑɹdʒɝ	of + lahr + jerr	əvɫɑɹdʒɝ	0.0000
of larger	əvɫɑɹdʒɝ	of + lar + jerr	əvɫɑɹdʒɝ	0.0000
of larger	əvɫɑɹdʒɝ	of + larder	əvɫɑɹdɝ	0.0952
and payment	əndpeɪmənt	und + payment	əndpeɪmənt	0.0000
and payment	əndpeɪmənt	and + pei + mundt	əndpeɪmənt	0.0000
and payment	əndpeɪmənt	and + pei + munt	əndpeɪmənt	0.0000
and payment	əndpeɪmənt	and + paye + mundt	əndpeɪmənt	0.0000
hockey team	hɑkitim	hockey + teem	hɑkitim	0.0000
hockey team	hɑkitim	ha + kee + team	hɑkitim	0.0000
hockey team	hɑkitim	ha + kee + teem	hɑkitim	0.0000
hockey team	hɑkitim	ha + key + team	hɑkitim	0.0000
Angela Merkel	ændʒəɫəmɝkəɫ	angela + merkle	ændʒəɫəmɝkəɫ	0.0000
Angela Merkel	ændʒəɫəmɝkəɫ	angela + merk + uhl	ændʒəɫəmɝkəɫ	0.0000
Angela Merkel	ændʒəɫəmɝkəɫ	angela + merk + ul	ændʒəɫəmɝkəɫ	0.0000
Angela Merkel	ændʒəɫəmɝkəɫ	angela + murch + uhl	ændʒəɫəmɝkəɫ	0.0000
War years	wɔɹjɪɹz	war + year's	wɔɹjɪɹz	0.0000
War years	wɔɹjɪɹz	war + years'	wɔɹjɪɹz	0.0000
War years	wɔɹjɪɹz	warr + year's	wɔɹjɪɹz	0.0000
War years	wɔɹjɪɹz	warr + years	wɔɹjɪɹz	0.0000
Griffin Conner	ɡɹɪfɪnkɑnɝ	griffin + connor	ɡɹɪfɪnkɑnɝ	0.0000
Griffin Conner	ɡɹɪfɪnkɑnɝ	griffin + konner	ɡɹɪfɪnkɑnɝ	0.0000
Griffin Conner	ɡɹɪfɪnkɑnɝ	griffin + ka + nurr	ɡɹɪfɪnkɑnɝ	0.0000
Griffin Conner	ɡɹɪfɪnkɑnɝ	griffin + ka + nurre	ɡɹɪfɪnkɑnɝ	0.0000
Loo dynasty of painters	ɫudaɪnəstiəvpeɪntɝz	lou + dynasty + of + painter's	ɫudaɪnəstiəvpeɪntɝz	0.0000
Loo dynasty of painters	ɫudaɪnəstiəvpeɪntɝz	lou + dynasty + of + painters	ɫudaɪnəstiəvpeɪntɝz	0.0000
stands of red	stændzəvɹɛd	stands + of + reade	stændzəvɹɛd	0.0000
stands of red	stændzəvɹɛd	stands + of + redd	stændzəvɹɛd	0.0000
stands of red	stændzəvɹɛd	stands + of + dead	stændzəvdɛd	0.0303
stands of red	stændzəvɹɛd	stands + of + hren	stændzəvɹɛn	0.0303
his book	hɪzbʊk	his + boock	hɪzbuk	0.0417
his book	hɪzbʊk	his + balk	hɪzbɔk	0.0667
and is located	əndɪzɫoʊkeɪtəd	und + is + located	əndɪzɫoʊkeɪtəd	0.0000
and is located	əndɪzɫoʊkeɪtəd	undid + located	əndɪdɫoʊkeɪtəd	0.0238
and is located	əndɪzɫoʊkeɪtəd	undine + located	əndinɫoʊkeɪtəd	0.0417
and is located	əndɪzɫoʊkeɪtəd	'n + dislocated	əndɪsɫoʊkeɪtɪd	0.0714
born April	bɔɹneɪpɹəɫ	bourn + april	bɔɹneɪpɹəɫ	0.0000
born April	bɔɹneɪpɹəɫ	borne + april	bɔɹneɪpɹəɫ	0.0000
born April	bɔɹneɪpɹəɫ	boer + knape + ruhl	bɔɹneɪpɹəɫ	0.0000
born April	bɔɹneɪpɹəɫ	baur + knape + ruhl	bɔɹneɪpɹəɫ	0.0000
rapidly across the th	ɹæpədɫiəkɹɔsðətieɪtʃ	rapidly + across + the + ph	ɹæpədɫiəkɹɔsðəpieɪtʃ	0.0263
rapidly across the th	ɹæpədɫiəkɹɔsðətieɪtʃ	rapidly + across + the + teate	ɹæpədɫiəkɹɔsðətieɪt	0.0351
flower carpets	fɫaʊɝkɑɹpəts	flower + carp + utz	fɫaʊɝkɑɹpəts	0.0000
flower carpets	fɫaʊɝkɑɹpəts	flower + carr + putts	fɫaʊɝkɑɹpəts	0.0000
flower carpets	fɫaʊɝkɑɹpəts	flower + carr + putz	fɫaʊɝkɑɹpəts	0.0000
flower carpets	fɫaʊɝkɑɹpəts	flower + car + putts	fɫaʊɝkɑɹpəts	0.0000
runner Ellen Hart	ɹənɝɛɫənhɑɹt	runner + ehlen + hardt	ɹənɝɛɫənhɑɹt	0.0000
runner Ellen Hart	ɹənɝɛɫənhɑɹt	runner + ehlen + hart	ɹənɝɛɫənhɑɹt	0.0000
runner Ellen Hart	ɹənɝɛɫənhɑɹt	runner + ehlen + harte	ɹənɝɛɫənhɑɹt	0.0000
runner Ellen Hart	ɹənɝɛɫənhɑɹt	runner + ehlen + hartt	ɹənɝɛɫənhɑɹt	0.0000
